ID,SubVehID,Choice,Gap,RelativeSpeed,TW,Predicted,Predicted_1,Predicted_2,,,,,,,
1419,2950,2,16,2,1,2,2,2,,1,1,1,,,
1420,2950,0,17,3,1,2,2,2,,0,0,0,,,
1421,2961,0,15,-1,1,0,0,0,,1,1,1,,,
1422,2961,1,13,-1,0,0,0,0,,0,0,0,,,
1423,2961,0,14,-1,0,0,0,0,,1,1,1,,,
1424,2961,2,16,0,0,2,2,2,,1,1,1,,,
1425,2964,0,15,0,0,2,2,2,,0,0,0,,,
1426,2964,2,17,1,0,2,2,2,,1,1,1,,,
1427,2964,2,16,2,0,2,2,2,,1,1,1,,,
1428,2964,2,17,3,0,2,2,2,,1,1,1,,,
1429,2986,2,15,0,1,0,0,0,,0,0,0,,,
1430,2986,0,14,0,1,0,0,0,,1,1,1,,,
1431,2986,2,14,0,1,0,0,0,,0,0,0,,,
1432,2986,0,17,5,1,2,2,2,,0,0,0,,,
1433,2991,2,15,2,1,2,2,2,,1,1,1,,,
1434,2991,0,13,-1,0,0,0,0,,1,1,1,,,
1435,2991,0,15,0,0,2,2,2,,0,0,0,,,
1436,2999,2,14,0,1,0,0,0,,0,0,0,,,
1437,2999,2,15,4,1,2,2,2,,1,1,1,,,
1438,3002,2,14,1,1,2,2,2,,1,1,1,,,
1439,3002,2,16,4,1,2,2,2,,1,1,1,,,
1440,3002,1,16,4,1,2,2,2,,0,0,0,,,
1441,3002,0,16,4,1,2,2,2,,0,0,0,,,
1442,3003,2,15,0,0,2,2,2,,1,1,1,,,
1443,3005,0,12,-5,0,0,0,0,,1,1,1,,,
1444,865,1,13,-4,0,0,0,0,,0,0,0,,,
1445,865,0,17,0,0,2,2,2,,0,0,0,,,
1446,865,0,14,-1,0,0,0,0,,1,1,1,,,
1447,867,0,16,0,0,2,2,2,,0,0,0,,,
1448,870,2,17,0,0,2,2,2,,1,1,1,,,
1449,881,0,14,-1,0,0,0,0,,1,1,1,,,
1450,883,1,15,-1,0,0,0,0,,0,0,0,,,
1451,883,0,16,-1,0,2,2,2,,0,0,0,,,
1452,891,0,14,-1,0,0,0,0,,1,1,1,,,
1453,891,0,16,0,0,2,2,2,,0,0,0,,,
1454,891,0,15,-2,0,0,0,0,,1,1,1,,,
1455,892,1,17,-1,0,2,2,2,,0,0,0,,,
1456,893,2,14,-1,0,0,0,0,,0,0,0,,,
1457,894,0,14,-4,0,0,0,0,,1,1,1,,,
1458,899,0,13,-3,0,0,0,0,,1,1,1,,,
1459,926,1,14,-2,0,0,0,0,,0,0,0,,,
1460,926,0,16,0,0,2,2,2,,0,0,0,,,
1461,926,2,16,1,0,2,2,2,,1,1,1,,,
1462,941,0,10,-4,0,0,0,0,,1,1,1,,,
1463,946,2,13,0,0,0,0,0,,0,0,0,,,
1464,947,0,8,-7,0,0,0,0,,1,1,1,,,
1465,947,0,9,-2,0,0,0,0,,1,1,1,,,
1466,947,0,8,-4,0,0,0,0,,1,1,1,,,
1467,947,2,12,1,0,2,2,2,,1,1,1,,,
1468,964,2,11,-3,0,0,0,0,,0,0,0,,,
1469,964,0,14,-1,0,0,0,0,,1,1,1,,,
1470,968,1,15,1,0,2,2,2,,0,0,0,,,
1471,968,2,15,0,0,2,2,2,,1,1,1,,,
1472,973,2,14,-2,0,0,0,0,,0,0,0,,,
1473,973,2,15,0,0,2,2,2,,1,1,1,,,
1474,976,0,14,0,0,2,2,2,,0,0,0,,,
1475,976,0,14,-1,0,0,0,0,,1,1,1,,,
1476,978,0,13,-1,0,0,0,0,,1,1,1,,,
1477,978,1,12,-3,0,0,0,0,,0,0,0,,,
1478,978,0,13,-2,0,0,0,0,,1,1,1,,,
1479,982,0,15,-2,0,0,0,0,,1,1,1,,,
1480,986,2,14,-2,0,0,0,0,,0,0,0,,,
1481,991,0,14,-3,0,0,0,0,,1,1,1,,,
1482,991,0,15,0,0,2,2,2,,0,0,0,,,
1483,992,2,15,0,0,2,2,2,,1,1,1,,,
1484,992,0,13,-1,0,0,0,0,,1,1,1,,,
1485,997,0,13,-2,0,0,0,0,,1,1,1,,,
1486,997,2,15,0,0,2,2,2,,1,1,1,,,
1487,997,0,14,0,0,2,2,2,,0,0,0,,,
1488,997,0,11,-3,0,0,0,0,,1,1,1,,,
1489,1003,1,15,-2,0,0,0,0,,0,0,0,,,
1490,1018,0,13,-6,0,0,0,0,,1,1,1,,,
1491,1024,0,13,-6,0,0,0,0,,1,1,1,,,
1492,1025,2,11,-6,0,0,0,0,,0,0,0,,,
1493,1032,2,17,0,0,2,2,2,,1,1,1,,,
1494,1032,0,15,0,0,2,2,2,,0,0,0,,,
1495,1032,0,16,-1,0,2,2,2,,0,0,0,,,
1496,1035,2,15,-3,0,0,0,0,,0,0,0,,,
1497,1035,0,15,-2,0,0,0,0,,1,1,1,,,
1498,1035,2,15,-2,0,0,0,0,,0,0,0,,,
1499,1035,1,14,-3,0,0,0,0,,0,0,0,,,
1500,1037,0,13,0,0,0,0,0,,1,1,1,,,
1501,1042,0,13,-4,0,0,0,0,,1,1,1,,,
1502,1042,0,14,-4,0,0,0,0,,1,1,1,,,
1503,1042,0,14,-3,0,0,0,0,,1,1,1,,,
1504,1046,2,14,-2,0,0,0,0,,0,0,0,,,
1505,1046,0,14,-1,0,0,0,0,,1,1,1,,,
1506,1046,2,16,0,0,2,2,2,,1,1,1,,,
1507,1046,0,14,-1,0,0,0,0,,1,1,1,,,
1508,1055,2,15,0,0,2,2,2,,1,1,1,,,
1509,1055,0,13,-2,0,0,0,0,,1,1,1,,,
1510,1100,1,12,1,0,2,2,2,,0,0,0,,,
1511,1101,0,13,-3,0,0,0,0,,1,1,1,,,
1512,1115,2,17,0,0,2,2,2,,1,1,1,,,
1513,1115,2,17,1,0,2,2,2,,1,1,1,,,
1514,1118,1,19,0,0,2,2,2,,0,0,0,,,
1515,1118,0,12,-3,0,0,0,0,,1,1,1,,,
1516,1118,0,12,-2,0,0,0,0,,1,1,1,,,
1517,1122,2,15,0,0,2,2,2,,1,1,1,,,
1518,1122,2,15,0,0,2,2,2,,1,1,1,,,
1519,1123,2,14,0,0,2,2,2,,1,1,1,,,
1520,1125,2,15,0,0,2,2,2,,1,1,1,,,
1521,1130,2,15,0,0,2,2,2,,1,1,1,,,
1522,1130,1,13,-2,0,0,0,0,,0,0,0,,,
1523,1133,0,15,-1,0,0,0,0,,1,1,1,,,
1524,1133,2,15,0,0,2,2,2,,1,1,1,,,
1525,1154,1,13,-1,0,0,0,0,,0,0,0,,,
1526,1163,0,13,-2,0,0,0,0,,1,1,1,,,
1527,1167,0,14,-2,0,0,0,0,,1,1,1,,,
1528,1172,2,13,-4,0,0,0,0,,0,0,0,,,
1529,1176,0,14,-2,0,0,0,0,,1,1,1,,,
1530,1190,0,14,-1,0,0,0,0,,1,1,1,,,
1531,1190,2,15,0,0,2,2,2,,1,1,1,,,
1532,1193,1,15,-1,0,0,0,0,,0,0,0,,,
1533,1215,0,9,-14,0,0,0,0,,1,1,1,,,
1534,1229,1,12,-7,0,0,0,0,,0,0,0,,,
1535,1232,0,13,-3,0,0,0,0,,1,1,1,,,
1536,1235,2,17,0,0,2,2,2,,1,1,1,,,
1537,1236,0,14,-2,0,0,0,0,,1,1,1,,,
1538,1236,2,16,5,0,2,2,2,,1,1,1,,,
1539,1236,0,14,-1,0,0,0,0,,1,1,1,,,
1540,1239,2,15,-7,0,0,0,0,,0,0,0,,,
1541,1241,2,15,0,0,2,2,2,,1,1,1,,,
1542,1241,0,14,-2,0,0,0,0,,1,1,1,,,
1543,1241,1,14,-1,0,0,0,0,,0,0,0,,,
1544,1241,0,15,-1,0,0,0,0,,1,1,1,,,
1545,1241,0,13,-1,0,0,0,0,,1,1,1,,,
1546,1242,0,14,-3,0,0,0,0,,1,1,1,,,
1547,1244,1,17,-1,0,2,2,2,,0,0,0,,,
1548,1245,2,13,-1,0,0,0,0,,0,0,0,,,
1549,1249,1,15,-2,0,0,0,0,,0,0,0,,,
1550,1249,2,16,0,0,2,2,2,,1,1,1,,,
1551,1250,0,16,0,0,2,2,2,,0,0,0,,,
1552,1250,2,15,-1,0,0,0,0,,0,0,0,,,
1553,1251,2,16,0,0,2,2,2,,1,1,1,,,
1554,1251,1,17,1,0,2,2,2,,0,0,0,,,
1555,1259,2,15,0,0,2,2,2,,1,1,1,,,
1556,1276,0,14,-5,0,0,0,0,,1,1,1,,,
1557,1276,2,13,0,0,0,0,0,,0,0,0,,,
1558,1277,0,12,0,0,0,0,0,,1,1,1,,,
1559,1291,0,13,-2,0,0,0,0,,1,1,1,,,
1560,1303,0,15,-3,0,0,0,0,,1,1,1,,,
1561,1303,0,16,-1,0,2,2,2,,0,0,0,,,
1562,1307,0,14,-6,0,0,0,0,,1,1,1,,,
1563,1307,0,15,-2,0,0,0,0,,1,1,1,,,
1564,1316,2,14,0,0,2,2,2,,1,1,1,,,
1565,1324,0,15,-1,0,0,0,0,,1,1,1,,,
1566,1324,0,14,-4,0,0,0,0,,1,1,1,,,
1567,1324,2,17,2,0,2,2,2,,1,1,1,,,
1568,1326,2,14,-3,0,0,0,0,,0,0,0,,,
1569,1344,2,18,1,0,2,2,2,,1,1,1,,,
1570,1344,1,15,-1,0,0,0,0,,0,0,0,,,
1571,1351,0,15,-1,0,0,0,0,,1,1,1,,,
1572,1355,0,15,-4,0,0,0,0,,1,1,1,,,
1573,1357,2,13,-1,0,0,0,0,,0,0,0,,,
1574,1360,0,13,-2,0,0,0,0,,1,1,1,,,
1575,1363,2,16,1,0,2,2,2,,1,1,1,,,
1576,1364,1,13,-4,0,0,0,0,,0,0,0,,,
1577,1364,0,13,-2,0,0,0,0,,1,1,1,,,
1578,1364,0,13,-1,0,0,0,0,,1,1,1,,,
1579,1364,0,13,-1,0,0,0,0,,1,1,1,,,
1580,1371,1,15,0,0,2,2,2,,0,0,0,,,
1581,1371,0,15,0,0,2,2,2,,0,0,0,,,
1582,1371,2,15,0,0,2,2,2,,1,1,1,,,
1583,1373,0,13,-3,0,0,0,0,,1,1,1,,,
1584,1374,0,13,-2,0,0,0,0,,1,1,1,,,
1585,1374,1,13,-2,0,0,0,0,,0,0,0,,,
1586,1377,0,8,-6,0,0,0,0,,1,1,1,,,
1587,1381,1,15,0,0,2,2,2,,0,0,0,,,
1588,1451,2,11,-1,0,0,0,0,,0,0,0,,,
1589,1451,0,11,0,0,0,0,0,,1,1,1,,,
1590,1465,0,14,-1,0,0,0,0,,1,1,1,,,
1591,1465,1,14,0,0,2,2,2,,0,0,0,,,
1592,1465,2,16,0,0,2,2,2,,1,1,1,,,
1593,1479,0,9,-8,0,0,0,0,,1,1,1,,,
1594,1482,2,14,-4,0,0,0,0,,0,0,0,,,
1595,1483,0,13,-3,0,0,0,0,,1,1,1,,,
1596,1483,0,13,-1,0,0,0,0,,1,1,1,,,
1597,1483,1,13,-4,0,0,0,0,,0,0,0,,,
1598,1484,0,15,-4,0,0,0,0,,1,1,1,,,
1599,1510,0,15,-1,0,0,0,0,,1,1,1,,,
1600,1514,2,15,-2,0,0,0,0,,0,0,0,,,
1601,1518,0,14,-2,0,0,0,0,,1,1,1,,,
1602,1526,1,15,0,0,2,2,2,,0,0,0,,,
1603,1526,1,14,-1,0,0,0,0,,0,0,0,,,
1604,1535,2,12,-2,0,0,0,0,,0,0,0,,,
1605,1551,0,11,-3,0,0,0,0,,1,1,1,,,
1606,1597,2,15,-2,0,0,0,0,,0,0,0,,,
1607,1597,0,15,-1,0,0,0,0,,1,1,1,,,
1608,1597,2,16,-1,0,2,2,2,,1,1,1,,,
1609,1598,1,15,-2,0,0,0,0,,0,0,0,,,
1610,1598,2,17,0,0,2,2,2,,1,1,1,,,
1611,1598,0,15,-1,0,0,0,0,,1,1,1,,,
1612,1603,0,15,0,0,2,2,2,,0,0,0,,,
1613,1604,1,16,-1,0,2,2,2,,0,0,0,,,
1614,1604,0,15,-2,0,0,0,0,,1,1,1,,,
1615,1604,1,17,0,0,2,2,2,,0,0,0,,,
1616,1604,2,17,0,0,2,2,2,,1,1,1,,,
1617,1605,2,17,0,0,2,2,2,,1,1,1,,,
1618,1612,2,17,0,0,2,2,2,,1,1,1,,,
1619,1618,2,16,0,0,2,2,2,,1,1,1,,,
1620,1620,0,14,-2,0,0,0,0,,1,1,1,,,
1621,1634,0,16,0,0,2,2,2,,0,0,0,,,
1622,1634,1,16,-2,0,0,0,0,,0,0,0,,,
1623,1636,0,14,-3,0,0,0,0,,1,1,1,,,
1624,1640,2,16,-2,0,0,0,0,,0,0,0,,,
1625,1640,2,17,0,0,2,2,2,,1,1,1,,,
1626,1640,2,17,0,0,2,2,2,,1,1,1,,,
1627,1640,0,16,0,0,2,2,2,,0,0,0,,,
1628,1643,0,15,-3,0,0,0,0,,1,1,1,,,
1629,1644,2,16,0,0,2,2,2,,1,1,1,,,
1630,1645,1,15,-2,0,0,0,0,,0,0,0,,,
1631,1645,1,14,-3,0,0,0,0,,0,0,0,,,
1632,1646,2,15,-3,0,0,0,0,,0,0,0,,,
1633,1652,1,16,-3,0,0,0,0,,0,0,0,,,
1634,1659,0,13,-1,0,0,0,0,,1,1,1,,,
1635,1661,0,15,0,0,2,2,2,,0,0,0,,,
1636,1661,2,14,0,0,2,2,2,,1,1,1,,,
1637,1661,0,14,-1,0,0,0,0,,1,1,1,,,
1638,1664,0,13,-2,0,0,0,0,,1,1,1,,,
1639,1664,1,12,-2,0,0,0,0,,0,0,0,,,
1640,1672,1,15,1,0,2,2,2,,0,0,0,,,
1641,1675,2,15,0,0,2,2,2,,1,1,1,,,
1642,1675,0,14,-1,0,0,0,0,,1,1,1,,,
1643,1675,2,14,1,0,2,2,2,,1,1,1,,,
1644,1694,2,17,0,0,2,2,2,,1,1,1,,,
1645,1694,0,17,0,0,2,2,2,,0,0,0,,,
1646,1703,2,16,0,0,2,2,2,,1,1,1,,,
1647,1703,0,16,-1,0,2,2,2,,0,0,0,,,
1648,1723,0,17,1,0,2,2,2,,0,0,0,,,
1649,1723,0,16,-1,0,2,2,2,,0,0,0,,,
1650,1724,0,13,-3,0,0,0,0,,1,1,1,,,
1651,1724,1,14,-2,0,0,0,0,,0,0,0,,,
1652,1724,2,16,0,0,2,2,2,,1,1,1,,,
1653,1728,1,16,0,0,2,2,2,,0,0,0,,,
1654,1729,0,14,-1,0,0,0,0,,1,1,1,,,
1655,1736,0,12,-4,0,0,0,0,,1,1,1,,,
1656,1740,0,15,0,0,2,2,2,,0,0,0,,,
1657,1746,1,16,0,0,2,2,2,,0,0,0,,,
1658,1746,2,16,0,0,2,2,2,,1,1,1,,,
1659,1750,0,13,-4,0,0,0,0,,1,1,1,,,
1660,1758,0,5,0,0,0,0,0,,1,1,1,,,
1661,1785,0,13,-1,0,0,0,0,,1,1,1,,,
1662,1791,0,15,0,0,2,2,2,,0,0,0,,,
1663,1816,0,12,-4,0,0,0,0,,1,1,1,,,
1664,1816,2,12,-4,0,0,0,0,,0,0,0,,,
1665,1822,0,11,-4,0,0,0,0,,1,1,1,,,
1666,1823,2,15,1,0,2,2,2,,1,1,1,,,
1667,1830,0,9,-5,0,0,0,0,,1,1,1,,,
1668,1831,2,15,3,0,2,2,2,,1,1,1,,,
1669,1863,1,13,0,0,0,0,0,,0,0,0,,,
1670,1876,0,14,-1,0,0,0,0,,1,1,1,,,
1671,1881,0,14,-2,0,0,0,0,,1,1,1,,,
1672,1882,2,15,0,0,2,2,2,,1,1,1,,,
1673,1882,0,15,-2,0,0,0,0,,1,1,1,,,
1674,1889,0,15,-1,0,0,0,0,,1,1,1,,,
1675,1902,1,15,0,0,2,2,2,,0,0,0,,,
1676,1904,2,14,-1,0,0,0,0,,0,0,0,,,
1677,1916,2,13,1,0,2,2,2,,1,1,1,,,
1678,1916,2,14,0,0,2,2,2,,1,1,1,,,
1679,1917,0,12,-1,0,0,0,0,,1,1,1,,,
1680,1918,0,14,0,0,2,2,2,,0,0,0,,,
1681,1918,2,14,2,0,2,2,2,,1,1,1,,,
1682,1926,0,14,0,0,2,2,2,,0,0,0,,,
1683,1935,2,14,0,0,2,2,2,,1,1,1,,,
1684,1940,0,13,-1,0,0,0,0,,1,1,1,,,
1685,1940,0,13,-2,0,0,0,0,,1,1,1,,,
1686,1996,0,13,-2,0,0,0,0,,1,1,1,,,
1687,2008,1,14,-4,0,0,0,0,,0,0,0,,,
1688,2046,2,13,0,0,0,0,0,,0,0,0,,,
1689,2065,0,14,-1,0,0,0,0,,1,1,1,,,
1690,2065,1,15,-1,0,0,0,0,,0,0,0,,,
1691,2077,0,13,0,0,0,0,0,,1,1,1,,,
1692,2086,0,13,0,0,0,0,0,,1,1,1,,,
1693,2097,2,14,0,0,2,2,2,,1,1,1,,,
1694,2105,0,12,-1,0,0,0,0,,1,1,1,,,
1695,2108,0,10,-2,0,0,0,0,,1,1,1,,,
1696,2123,2,12,-2,0,0,0,0,,0,0,0,,,
1697,2123,1,13,-2,0,0,0,0,,0,0,0,,,
1698,2146,0,16,-1,0,2,2,2,,0,0,0,,,
1699,2146,2,16,0,0,2,2,2,,1,1,1,,,
1700,2147,0,13,-1,0,0,0,0,,1,1,1,,,
1701,2172,0,13,-1,0,0,0,0,,1,1,1,,,
1702,2181,1,11,-8,0,0,0,0,,0,0,0,,,
1703,2197,0,15,-1,0,0,0,0,,1,1,1,,,
1704,2236,0,13,0,0,0,0,0,,1,1,1,,,
1705,2240,0,12,-4,0,0,0,0,,1,1,1,,,
1706,2240,0,12,-2,0,0,0,0,,1,1,1,,,
1707,2286,2,15,0,0,2,2,2,,1,1,1,,,
1708,2297,2,15,0,0,2,2,2,,1,1,1,,,
1709,2297,0,15,-1,0,0,0,0,,1,1,1,,,
1710,2314,0,15,-1,0,0,0,0,,1,1,1,,,
1711,2314,2,16,0,0,2,2,2,,1,1,1,,,
1712,2319,0,15,0,0,2,2,2,,0,0,0,,,
1713,2319,0,13,-3,0,0,0,0,,1,1,1,,,
1714,2325,0,13,0,0,0,0,0,,1,1,1,,,
1715,2325,0,13,0,0,0,0,0,,1,1,1,,,
1716,2326,0,15,-3,0,0,0,0,,1,1,1,,,
1717,2330,2,16,0,0,2,2,2,,1,1,1,,,
1718,2338,2,15,0,0,2,2,2,,1,1,1,,,
1719,2338,0,14,0,0,2,2,2,,0,0,0,,,
1720,2338,2,13,-3,0,0,0,0,,0,0,0,,,
1721,2358,0,11,-2,0,0,0,0,,1,1,1,,,
1722,2358,2,15,0,0,2,2,2,,1,1,1,,,
1723,2358,2,15,0,0,2,2,2,,1,1,1,,,
1724,2385,0,14,-1,0,0,0,0,,1,1,1,,,
1725,2385,0,15,0,0,2,2,2,,0,0,0,,,
1726,2385,0,17,1,0,2,2,2,,0,0,0,,,
1727,2424,0,15,0,0,2,2,2,,0,0,0,,,
1728,2430,2,9,-7,0,0,0,0,,0,0,0,,,
1729,2434,2,12,-1,0,0,0,0,,0,0,0,,,
1730,2438,1,12,-2,0,0,0,0,,0,0,0,,,
1731,2438,0,13,0,0,0,0,0,,1,1,1,,,
1732,2446,2,15,0,0,2,2,2,,1,1,1,,,
1733,2449,0,13,-2,0,0,0,0,,1,1,1,,,
1734,2454,1,15,0,0,2,2,2,,0,0,0,,,
1735,2464,0,14,-1,0,0,0,0,,1,1,1,,,
1736,2469,2,15,0,0,2,2,2,,1,1,1,,,
1737,2475,2,15,0,0,2,2,2,,1,1,1,,,
1738,2479,2,14,0,0,2,2,2,,1,1,1,,,
1739,2479,0,14,-1,0,0,0,0,,1,1,1,,,
1740,2479,0,16,-1,0,2,2,2,,0,0,0,,,
1741,2483,2,16,0,0,2,2,2,,1,1,1,,,
1742,2483,0,14,-3,0,0,0,0,,1,1,1,,,
1743,2484,0,13,-1,0,0,0,0,,1,1,1,,,
1744,2488,2,14,-3,0,0,0,0,,0,0,0,,,
1745,2488,0,15,0,0,2,2,2,,0,0,0,,,
1746,2488,2,15,0,0,2,2,2,,1,1,1,,,
1747,2489,0,15,0,0,2,2,2,,0,0,0,,,
1748,2489,2,16,0,0,2,2,2,,1,1,1,,,
1749,2489,0,15,0,0,2,2,2,,0,0,0,,,
1750,2490,1,16,0,0,2,2,2,,0,0,0,,,
1751,2508,2,19,1,0,2,2,2,,1,1,1,,,
1752,2533,1,15,0,0,2,2,2,,0,0,0,,,
1753,2533,2,13,-1,0,0,0,0,,0,0,0,,,
1754,2533,0,13,-1,0,0,0,0,,1,1,1,,,
1755,2548,0,13,-3,0,0,0,0,,1,1,1,,,
1756,2559,1,13,-5,0,0,0,0,,0,0,0,,,
1757,2580,0,15,0,0,2,2,2,,0,0,0,,,
1758,2588,0,12,-4,0,0,0,0,,1,1,1,,,
1759,2597,0,11,-1,0,0,0,0,,1,1,1,,,
1760,2597,0,12,1,0,2,2,2,,0,0,0,,,
1761,2599,0,11,-1,0,0,0,0,,1,1,1,,,
1762,2599,0,12,-1,0,0,0,0,,1,1,1,,,
1763,2601,2,16,1,0,2,2,2,,1,1,1,,,
1764,2601,0,13,-1,0,0,0,0,,1,1,1,,,
1765,2606,1,11,0,0,0,0,0,,0,0,0,,,
1766,2606,0,12,-2,0,0,0,0,,1,1,1,,,
1767,2606,0,13,-1,0,0,0,0,,1,1,1,,,
1768,2608,2,12,-4,0,0,0,0,,0,0,0,,,
1769,2608,0,12,-3,0,0,0,0,,1,1,1,,,
1770,2609,0,14,-5,0,0,0,0,,1,1,1,,,
1771,2610,2,18,0,0,2,2,2,,1,1,1,,,
1772,2610,1,17,0,0,2,2,2,,0,0,0,,,
1773,2611,0,12,-1,0,0,0,0,,1,1,1,,,
1774,2613,1,16,0,0,2,2,2,,0,0,0,,,
1775,2613,0,14,-3,0,0,0,0,,1,1,1,,,
1776,2619,2,14,0,0,2,2,2,,1,1,1,,,
1777,2619,0,13,-1,0,0,0,0,,1,1,1,,,
1778,2619,0,13,-1,0,0,0,0,,1,1,1,,,
1779,2619,0,12,-2,0,0,0,0,,1,1,1,,,
1780,2621,2,15,-3,0,0,0,0,,0,0,0,,,
1781,2624,0,14,0,0,2,2,2,,0,0,0,,,
1782,2633,0,14,-2,0,0,0,0,,1,1,1,,,
1783,2647,1,11,-4,0,0,0,0,,0,0,0,,,
1784,2648,2,15,-1,0,0,0,0,,0,0,0,,,
1785,2650,0,12,-1,0,0,0,0,,1,1,1,,,
1786,2653,1,10,-5,0,0,0,0,,0,0,0,,,
1787,2677,0,15,-3,0,0,0,0,,1,1,1,,,
1788,2677,2,17,0,0,2,2,2,,1,1,1,,,
1789,2677,2,17,3,0,2,2,2,,1,1,1,,,
1790,2685,0,14,0,0,2,2,2,,0,0,0,,,
1791,2685,2,14,0,0,2,2,2,,1,1,1,,,
1792,2689,2,12,-2,0,0,0,0,,0,0,0,,,
1793,2689,2,13,-1,0,0,0,0,,0,0,0,,,
1794,2689,2,14,0,0,2,2,2,,1,1,1,,,
1795,2702,0,11,-2,0,0,0,0,,1,1,1,,,
1796,2709,0,15,0,0,2,2,2,,0,0,0,,,
1797,2711,0,14,-1,0,0,0,0,,1,1,1,,,
1798,2719,0,13,-5,0,0,0,0,,1,1,1,,,
1799,2719,0,16,-2,0,0,0,0,,1,1,1,,,
1800,2721,0,14,-1,0,0,0,0,,1,1,1,,,
1801,2727,1,14,-1,0,0,0,0,,0,0,0,,,
1802,2727,0,13,-2,0,0,0,0,,1,1,1,,,
1803,2730,2,15,1,0,2,2,2,,1,1,1,,,
1804,2730,2,14,-1,0,0,0,0,,0,0,0,,,
1805,2755,0,11,-3,0,0,0,0,,1,1,1,,,
1806,2757,0,10,-3,0,0,0,0,,1,1,1,,,
1807,2758,2,15,0,0,2,2,2,,1,1,1,,,
1808,2759,2,11,-2,0,0,0,0,,0,0,0,,,
1809,2759,0,12,0,0,0,0,0,,1,1,1,,,
1810,2761,0,16,0,0,2,2,2,,0,0,0,,,
1811,2763,1,14,-2,0,0,0,0,,0,0,0,,,
1812,2765,0,11,-4,0,0,0,0,,1,1,1,,,
1813,2765,2,13,-1,0,0,0,0,,0,0,0,,,
1814,2765,0,10,-2,0,0,0,0,,1,1,1,,,
1815,2781,2,13,0,0,0,0,0,,0,0,0,,,
1816,2784,2,10,-3,0,0,0,0,,0,0,0,,,
1817,2784,0,12,0,0,0,0,0,,1,1,1,,,
1818,2784,2,15,3,0,2,2,2,,1,1,1,,,
1819,2805,1,11,-4,0,0,0,0,,0,0,0,,,
1820,2805,0,15,0,0,2,2,2,,0,0,0,,,
1821,2807,0,13,-1,0,0,0,0,,1,1,1,,,
1822,2807,1,12,-1,0,0,0,0,,0,0,0,,,
1823,2811,0,14,0,0,2,2,2,,0,0,0,,,
1824,2811,0,14,-1,0,0,0,0,,1,1,1,,,
1825,2814,0,14,-3,0,0,0,0,,1,1,1,,,
1826,2814,0,14,-2,0,0,0,0,,1,1,1,,,
1827,2815,0,14,0,0,2,2,2,,0,0,0,,,
1828,2816,2,16,1,0,2,2,2,,1,1,1,,,
1829,2816,2,16,1,0,2,2,2,,1,1,1,,,
1830,2816,0,15,0,0,2,2,2,,0,0,0,,,
1831,2817,0,13,-4,0,0,0,0,,1,1,1,,,
1832,2817,2,14,-2,0,0,0,0,,0,0,0,,,
1833,2820,2,15,0,0,2,2,2,,1,1,1,,,
1834,2820,2,16,0,0,2,2,2,,1,1,1,,,
1835,2820,2,17,1,0,2,2,2,,1,1,1,,,
1836,2821,0,15,0,0,2,2,2,,0,0,0,,,
1837,2823,1,14,-1,0,0,0,0,,0,0,0,,,
1838,2823,0,16,1,0,2,2,2,,0,0,0,,,
1839,2830,0,13,-5,0,0,0,0,,1,1,1,,,
1840,2830,2,12,-4,0,0,0,0,,0,0,0,,,
1841,2836,0,10,-5,0,0,0,0,,1,1,1,,,
1842,2836,0,13,-2,0,0,0,0,,1,1,1,,,
1843,2843,2,14,-2,0,0,0,0,,0,0,0,,,
1844,2843,0,14,-2,0,0,0,0,,1,1,1,,,
1845,2859,0,15,-1,0,0,0,0,,1,1,1,,,
1846,2861,1,12,-4,0,0,0,0,,0,0,0,,,
1847,2861,0,12,-2,0,0,0,0,,1,1,1,,,
1848,2871,2,14,0,0,2,2,2,,1,1,1,,,
1849,2873,1,13,0,0,0,0,0,,0,0,0,,,
1850,2873,0,13,-1,0,0,0,0,,1,1,1,,,
1851,2873,0,13,0,0,0,0,0,,1,1,1,,,
1852,2878,0,14,0,0,2,2,2,,0,0,0,,,
1853,2885,0,13,-5,0,0,0,0,,1,1,1,,,
1854,2896,0,14,-2,0,0,0,0,,1,1,1,,,
1855,2896,1,14,-1,0,0,0,0,,0,0,0,,,
1856,2898,2,15,0,0,2,2,2,,1,1,1,,,
1857,2898,2,15,0,0,2,2,2,,1,1,1,,,
1858,2915,2,15,-1,0,0,0,0,,0,0,0,,,
1859,2916,0,11,-3,0,0,0,0,,1,1,1,,,
1860,2917,0,10,-3,0,0,0,0,,1,1,1,,,
1861,2917,2,13,0,0,0,0,0,,0,0,0,,,
1862,2918,1,11,0,0,0,0,0,,0,0,0,,,
1863,2918,0,10,-2,0,0,0,0,,1,1,1,,,
1864,2924,2,15,-1,0,0,0,0,,0,0,0,,,
1865,2939,0,14,-6,0,0,0,0,,1,1,1,,,
1866,2940,0,12,0,0,0,0,0,,1,1,1,,,
1867,2946,1,13,-2,0,0,0,0,,0,0,0,,,
1868,2947,2,14,-2,0,0,0,0,,0,0,0,,,
1869,2961,0,12,-3,0,0,0,0,,1,1,1,,,
1870,2961,1,14,0,0,2,2,2,,0,0,0,,,
1871,2964,0,10,-4,0,0,0,0,,1,1,1,,,
1872,2964,2,15,0,0,2,2,2,,1,1,1,,,
1873,13,0,12,0,1,0,0,0,,1,1,1,,,
1874,79,0,10,-6,1,0,0,0,,1,1,1,,,
1875,79,2,16,8,1,2,2,2,,1,1,1,,,
