ID,SubVehID,Choice,Gap,RelativeSpeed,TW,Predicted,Predicted_1,Predicted_Class
297,773,2,17,3,1,2,2,2
298,773,2,16,-1,0,2,2,2
299,773,2,18,0,0,2,2,2
300,780,1,16,4,1,2,2,2
301,783,2,16,0,1,2,2,2
302,783,2,17,5,1,2,2,2
303,783,2,16,3,1,2,2,2
304,783,1,16,4,1,2,2,2
305,783,2,17,1,0,2,2,2
306,784,0,13,-1,0,0,0,0
307,788,2,16,3,1,2,2,2
308,788,2,16,0,1,2,2,2
309,788,0,15,-1,1,0,0,0
310,788,2,19,3,0,2,2,2
311,788,2,18,1,0,2,2,2
312,788,0,15,-2,0,0,0,0
313,788,2,17,0,0,2,2,2
314,804,2,12,5,1,2,2,2
315,818,0,13,-2,1,0,0,0
316,818,2,14,0,1,0,0,0
317,820,0,15,0,1,0,0,0
318,820,2,15,2,0,2,2,2
319,832,0,14,0,0,2,2,2
320,838,1,14,0,0,2,2,2
321,838,2,14,1,0,2,2,2
322,838,1,13,-1,0,0,0,0
323,841,2,14,0,1,0,0,0
324,846,2,18,0,0,2,2,2
325,846,0,16,1,0,2,2,2
326,846,2,15,0,0,2,2,2
327,848,1,15,0,0,2,2,2
328,848,2,14,-1,0,0,0,0
329,852,2,17,3,1,2,2,2
330,853,2,16,2,1,2,2,2
331,853,2,17,6,1,2,2,2
332,853,2,15,3,1,2,2,2
333,854,0,16,-1,1,0,0,0
334,860,2,18,0,0,2,2,2
335,860,2,17,1,0,2,2,2
336,860,2,17,2,0,2,2,2
337,865,1,17,0,0,2,2,2
338,865,2,17,0,0,2,2,2
339,865,2,15,0,0,2,2,2
340,865,0,17,0,0,2,2,2
341,867,2,17,0,0,2,2,2
342,867,0,16,0,0,2,2,2
343,870,2,17,0,0,2,2,2
344,881,1,16,-2,0,0,0,0
345,881,0,17,0,0,2,2,2
346,883,2,16,0,0,2,2,2
347,883,0,14,-1,0,0,0,0
348,883,2,15,0,0,2,2,2
349,891,2,18,4,1,2,2,2
350,891,2,19,7,1,2,2,2
351,892,2,17,0,1,2,2,2
352,893,0,16,3,1,2,2,2
353,894,2,17,1,1,2,2,2
354,894,0,17,0,1,2,2,2
355,894,1,17,0,1,2,2,2
356,894,2,17,0,1,2,2,2
357,894,2,17,0,1,2,2,2
358,894,2,16,0,0,2,2,2
359,899,2,14,2,1,2,2,2
360,899,1,15,1,1,2,2,2
361,899,0,14,1,1,2,2,2
362,899,2,17,0,0,2,2,2
363,899,2,18,2,0,2,2,2
364,900,0,13,0,1,0,0,0
365,900,2,16,0,1,2,2,2
366,900,1,13,1,1,0,0,0
367,914,0,14,-1,1,0,0,0
368,918,2,18,3,1,2,2,2
369,918,2,16,2,1,2,2,2
370,918,0,17,4,1,2,2,2
371,926,2,16,1,1,2,2,2
372,926,2,17,3,1,2,2,2
373,926,2,16,2,1,2,2,2
374,926,2,16,3,1,2,2,2
375,927,2,13,3,1,2,2,2
376,927,0,11,2,1,0,0,0
377,927,0,10,-6,0,0,0,0
378,927,0,12,-3,0,0,0,0
379,933,2,13,0,1,0,0,0
380,939,0,14,1,1,2,2,2
381,939,2,13,1,1,0,0,0
382,939,0,15,1,0,2,2,2
383,939,2,14,0,0,2,2,2
384,941,0,10,-2,1,0,0,0
385,941,0,13,0,0,0,0,0
386,947,0,12,-1,0,0,0,0
387,954,2,13,1,1,0,0,0
388,968,0,18,3,0,2,2,2
389,968,2,16,1,0,2,2,2
390,969,0,14,-1,1,0,0,0
391,969,0,13,-1,1,0,0,0
392,973,0,14,-3,0,0,0,0
393,975,2,16,-1,0,2,2,2
394,975,2,16,-1,0,2,2,2
395,975,0,17,0,0,2,2,2
396,975,2,17,0,0,2,2,2
397,975,1,16,-1,0,2,2,2
398,976,2,16,0,0,2,2,2
399,976,2,14,0,0,2,2,2
400,976,0,17,1,0,2,2,2
401,978,0,17,-7,1,0,0,0
402,978,0,17,-4,1,0,0,0
403,978,2,15,1,0,2,2,2
404,982,0,15,-1,1,0,0,0
405,982,0,15,0,1,0,0,0
406,982,0,15,2,1,2,2,2
407,982,1,15,0,0,2,2,2
408,986,2,17,1,1,2,2,2
409,986,2,17,9,1,2,2,2
410,986,0,14,-1,0,0,0,0
411,991,0,12,-5,0,0,0,0
412,997,0,14,0,0,2,2,2
413,997,2,16,1,0,2,2,2
414,1003,0,12,-1,0,0,0,0
415,1003,2,15,0,0,2,2,2
416,1018,0,15,3,1,2,2,2
417,1018,2,14,4,1,2,2,2
418,1018,2,11,2,1,0,0,0
419,1018,0,16,-2,0,0,0,0
420,1018,0,14,-4,0,0,0,0
421,1019,1,16,0,1,2,2,2
422,1019,2,16,1,1,2,2,2
423,1023,2,15,0,0,2,2,2
424,1023,0,16,3,0,2,2,2
425,1023,2,16,3,0,2,2,2
426,1023,0,16,0,0,2,2,2
427,1023,0,15,0,0,2,2,2
428,1024,2,14,2,1,2,2,2
429,1024,0,14,0,1,0,0,0
430,1024,0,14,1,1,2,2,2
431,1027,0,16,-1,0,2,2,2
432,1027,1,13,2,0,2,2,2
433,1031,2,16,1,1,2,2,2
434,1031,2,16,1,0,2,2,2
435,1032,2,16,0,0,2,2,2
436,1034,1,13,-2,1,0,0,0
437,1034,0,13,0,1,0,0,0
438,1034,2,12,0,1,0,0,0
439,1035,2,16,1,1,2,2,2
440,1035,1,17,4,0,2,2,2
441,1035,2,16,0,0,2,2,2
442,1037,0,21,8,1,2,2,2
443,1037,2,17,4,0,2,2,2
444,1038,0,16,-1,0,2,2,2
445,1045,0,14,-1,0,0,0,0
446,1046,0,15,-1,0,0,0,0
447,1046,0,14,-4,0,0,0,0
448,1046,2,16,0,0,2,2,2
449,1054,0,12,-2,1,0,0,0
450,1054,2,13,3,1,2,2,2
451,1059,2,15,0,1,0,0,0
452,1059,0,13,2,1,2,2,2
453,1059,0,16,-1,0,2,2,2
454,1069,0,12,3,1,2,2,2
455,1069,2,11,4,1,2,2,2
456,1069,1,13,5,1,2,2,2
457,1071,2,15,3,1,2,2,2
458,1071,2,15,1,1,2,2,2
459,1071,2,13,1,1,0,0,0
460,1071,0,13,3,1,2,2,2
461,1073,2,13,1,0,2,2,2
462,1073,0,12,0,0,0,0,0
463,1091,2,13,0,1,0,0,0
464,1099,0,15,0,0,2,2,2
465,1099,1,12,0,0,0,0,0
466,1100,0,15,-1,0,0,0,0
467,1100,0,14,-1,0,0,0,0
468,1100,2,15,-1,0,0,0,0
469,1100,2,13,1,0,2,2,2
470,1101,2,18,2,0,2,2,2
471,1101,2,15,0,0,2,2,2
472,1115,0,17,2,1,2,2,2
473,1115,2,17,4,0,2,2,2
474,1122,0,16,-2,0,0,0,0
475,1123,0,16,0,0,2,2,2
476,1124,1,14,1,0,2,2,2
477,1125,2,17,1,0,2,2,2
478,1125,2,16,0,0,2,2,2
479,1130,0,16,0,0,2,2,2
480,1133,0,17,0,0,2,2,2
481,1149,2,14,0,1,0,0,0
482,1149,2,16,2,1,2,2,2
483,1149,2,16,2,1,2,2,2
484,1149,2,16,1,1,2,2,2
485,1149,2,14,2,1,2,2,2
486,1151,2,14,0,1,0,0,0
487,1151,1,14,0,1,0,0,0
488,1151,2,16,1,1,2,2,2
489,1151,0,15,0,1,0,0,0
490,1154,2,15,0,0,2,2,2
491,1154,1,15,0,0,2,2,2
492,1154,2,14,0,0,2,2,2
493,1157,2,19,5,0,2,2,2
494,1157,2,14,1,0,2,2,2
495,1163,0,13,-1,0,0,0,0
496,1163,2,15,0,0,2,2,2
497,1167,0,16,-1,0,2,2,2
498,1167,2,18,0,0,2,2,2
499,1171,2,15,3,1,2,2,2
500,1171,1,13,3,1,2,2,2
501,1171,2,14,4,1,2,2,2
502,1171,2,14,2,1,2,2,2
503,1171,2,13,3,1,2,2,2
504,1171,1,13,4,1,2,2,2
505,1172,2,16,4,1,2,2,2
506,1172,0,15,-2,0,0,0,0
507,1172,0,15,-1,0,0,0,0
508,1172,2,15,-2,0,0,0,0
509,1178,2,17,3,0,2,2,2
510,1186,0,17,0,1,2,2,2
511,1186,2,17,2,1,2,2,2
512,1186,2,15,0,1,0,0,0
513,1190,2,15,0,0,2,2,2
514,1190,2,15,0,0,2,2,2
515,1190,0,15,0,0,2,2,2
516,1193,2,18,3,1,2,2,2
517,1193,2,16,2,1,2,2,2
518,1193,2,18,5,1,2,2,2
519,1193,2,17,0,0,2,2,2
520,1193,1,16,-1,0,2,2,2
521,1193,2,16,1,0,2,2,2
522,1193,2,16,1,0,2,2,2
523,1201,2,14,1,1,2,2,2
524,1201,0,13,0,1,0,0,0
525,1201,0,9,-5,0,0,0,0
526,1225,2,18,9,1,2,2,2
527,1225,2,13,0,0,0,0,0
528,1228,2,20,1,1,2,2,2
529,1228,0,16,0,1,2,2,2
530,1228,2,15,1,1,2,2,2
531,1228,2,17,6,1,2,2,2
532,1235,2,15,-1,1,0,0,0
533,1235,2,15,1,1,2,2,2
534,1235,0,14,-4,0,0,0,0
535,1235,1,16,-2,0,0,0,0
536,1236,0,15,0,0,2,2,2
537,1240,0,15,-1,0,0,0,0
538,1240,2,14,0,0,2,2,2
539,1240,2,15,0,0,2,2,2
540,1241,2,17,2,0,2,2,2
541,1242,2,17,0,1,2,2,2
542,1242,1,17,-3,1,0,0,0
543,1242,2,17,2,1,2,2,2
544,1242,2,16,-4,1,0,0,0
545,1244,2,18,3,1,2,2,2
546,1245,2,15,1,0,2,2,2
547,1245,2,15,1,0,2,2,2
548,1249,2,16,0,1,2,2,2
549,1249,2,17,0,0,2,2,2
550,1249,0,17,0,0,2,2,2
551,1249,2,16,0,0,2,2,2
552,1250,2,17,0,0,2,2,2
553,1250,2,17,1,0,2,2,2
554,1251,2,17,0,0,2,2,2
555,1251,2,17,1,0,2,2,2
556,1276,2,15,-1,0,0,0,0
557,1277,0,12,0,0,0,0,0
558,1279,2,13,0,0,0,0,0
559,1279,0,15,0,0,2,2,2
560,1284,0,17,-1,1,2,2,2
561,1284,0,14,-1,1,0,0,0
562,1284,0,14,0,1,0,0,0
563,1287,0,14,-4,1,0,0,0
564,1287,0,14,-3,1,0,0,0
565,1291,2,16,4,1,2,2,2
566,1291,2,15,1,0,2,2,2
567,1292,0,14,0,1,0,0,0
568,1292,0,15,2,1,2,2,2
569,1292,0,13,0,1,0,0,0
570,1301,0,14,0,1,0,0,0
571,1301,2,13,1,1,0,0,0
572,1301,2,15,1,1,2,2,2
573,1303,2,19,4,1,2,2,2
574,1303,0,17,-3,0,0,0,0
575,1303,1,17,0,0,2,2,2
576,1303,2,17,1,0,2,2,2
577,1307,0,19,4,1,2,2,2
578,1307,0,16,3,1,2,2,2
579,1307,0,16,-1,0,2,2,2
580,1307,0,16,0,0,2,2,2
581,1308,2,20,4,1,2,2,2
582,1308,2,17,1,1,2,2,2
583,1308,2,17,2,1,2,2,2
584,1308,2,16,0,1,2,2,2
585,1315,0,17,0,0,2,2,2
586,1315,1,15,-2,0,0,0,0
587,1315,0,16,0,0,2,2,2
588,1315,2,17,2,0,2,2,2
589,1316,2,16,0,0,2,2,2
590,1319,0,15,-3,0,0,0,0
591,1324,2,16,0,0,2,2,2
592,1326,0,17,0,1,2,2,2
593,1326,2,16,0,1,2,2,2
594,1326,2,18,2,1,2,2,2
595,1326,1,15,-1,0,0,0,0
596,1339,2,21,5,0,2,2,2
597,1339,0,15,-1,0,0,0,0
598,1344,2,18,1,0,2,2,2
599,1344,0,17,0,0,2,2,2
600,1355,0,15,-3,0,0,0,0
601,1355,0,16,-2,0,0,0,0
602,1355,0,16,-1,0,2,2,2
603,1355,0,14,-1,0,0,0,0
604,1355,2,15,-4,0,0,0,0
605,1357,0,15,0,1,0,0,0
606,1357,2,17,3,1,2,2,2
607,1357,2,16,1,1,2,2,2
608,1357,2,15,-1,0,0,0,0
609,1361,2,15,1,0,2,2,2
610,1363,2,17,3,1,2,2,2
611,1363,2,15,1,1,2,2,2
612,1364,0,14,-3,0,0,0,0
613,1364,0,15,0,0,2,2,2
614,1366,2,15,2,1,2,2,2
615,1366,2,15,1,1,2,2,2
616,1371,0,18,3,0,2,2,2
617,1371,2,17,2,0,2,2,2
618,1374,2,14,0,0,2,2,2
619,1374,1,12,-1,0,0,0,0
620,1377,2,19,2,0,2,2,2
621,1377,0,17,-1,0,2,2,2
622,1377,2,16,-1,0,2,2,2
623,1378,1,15,0,0,2,2,2
624,1378,2,14,0,0,2,2,2
625,1381,0,15,1,1,2,2,2
626,1381,2,16,3,1,2,2,2
627,1381,2,15,3,1,2,2,2
628,1381,2,17,8,1,2,2,2
629,1395,0,16,0,1,2,2,2
630,1395,1,17,0,1,2,2,2
631,1395,2,16,0,1,2,2,2
632,1395,0,16,0,1,2,2,2
633,1395,0,13,-2,1,0,0,0
634,1395,0,14,1,1,2,2,2
635,1395,2,15,1,1,2,2,2
636,1398,2,17,1,1,2,2,2
637,1398,2,16,3,1,2,2,2
638,1398,2,14,1,1,2,2,2
639,1421,2,16,1,0,2,2,2
640,1421,2,13,0,0,0,0,0
641,1426,0,13,-2,0,0,0,0
642,1426,0,13,-1,0,0,0,0
643,1451,2,14,0,0,2,2,2
644,1451,2,14,2,0,2,2,2
645,1451,2,12,1,0,2,2,2
646,1451,2,12,1,0,2,2,2
647,1465,2,17,2,0,2,2,2
648,1465,0,15,0,0,2,2,2
649,1470,0,16,3,1,2,2,2
650,1470,2,18,6,1,2,2,2
651,1470,2,16,7,1,2,2,2
652,1476,1,14,0,1,0,0,0
653,1476,0,14,0,1,0,0,0
654,1476,0,14,-1,1,0,0,0
655,1476,0,13,0,1,0,0,0
656,1476,2,12,-1,1,0,0,0
657,1476,2,19,2,1,2,2,2
658,1476,0,16,6,1,2,2,2
659,1478,2,17,0,1,2,2,2
660,1478,0,16,0,1,2,2,2
661,1478,2,16,0,1,2,2,2
662,1478,0,15,-1,1,0,0,0
663,1478,2,19,2,1,2,2,2
664,1482,0,14,-1,1,0,0,0
665,1483,2,15,0,0,2,2,2
666,1484,2,18,1,0,2,2,2
667,1489,2,16,0,1,2,2,2
668,1489,2,14,0,1,0,0,0
669,1489,0,14,0,1,0,0,0
670,1492,2,15,0,0,2,2,2
671,1492,2,16,0,0,2,2,2
672,1499,1,15,2,1,2,2,2
673,1510,1,15,-7,1,0,0,0
674,1510,1,17,1,0,2,2,2
675,1510,0,16,-1,0,2,2,2
676,1510,0,16,0,0,2,2,2
677,1513,2,16,1,0,2,2,2
678,1513,0,15,0,0,2,2,2
679,1513,1,14,0,0,2,2,2
680,1514,2,16,1,0,2,2,2
681,1514,2,18,4,0,2,2,2
682,1518,2,14,0,0,2,2,2
683,1521,0,17,-1,1,2,2,2
684,1521,2,16,2,1,2,2,2
685,1526,1,14,-4,0,0,0,0
686,1526,0,15,-1,0,0,0,0
687,1526,1,16,0,0,2,2,2
688,1529,2,16,0,1,2,2,2
689,1529,2,18,5,1,2,2,2
690,1535,0,13,-2,0,0,0,0
691,1535,0,13,-1,0,0,0,0
692,1535,0,14,0,0,2,2,2
693,1536,2,17,3,1,2,2,2
694,1536,2,17,3,1,2,2,2
695,1536,2,16,1,1,2,2,2
696,1537,1,15,0,0,2,2,2
697,1551,2,17,6,1,2,2,2
698,1559,0,15,-3,1,0,0,0
699,1561,0,14,0,0,2,2,2
700,1561,1,15,0,0,2,2,2
701,1561,2,15,0,0,2,2,2
702,1561,0,14,0,0,2,2,2
703,1596,2,16,0,0,2,2,2
704,1596,0,16,0,0,2,2,2
705,1597,2,17,3,1,2,2,2
706,1598,2,17,1,0,2,2,2
707,1603,2,18,1,0,2,2,2
708,1603,2,17,0,0,2,2,2
709,1603,2,18,1,0,2,2,2
710,1604,0,17,-1,0,2,2,2
711,1604,0,16,-1,0,2,2,2
712,1604,1,17,0,0,2,2,2
713,1605,2,19,4,1,2,2,2
714,1605,0,17,0,0,2,2,2
715,1605,2,17,0,0,2,2,2
716,1610,2,18,0,1,2,2,2
717,1610,2,17,1,1,2,2,2
718,1610,2,18,0,1,2,2,2
719,1610,2,18,0,1,2,2,2
720,1612,0,16,-1,0,2,2,2
721,1612,2,17,0,0,2,2,2
722,1612,2,18,1,0,2,2,2
723,1612,2,17,0,0,2,2,2
724,1612,2,16,0,0,2,2,2
725,1617,0,16,0,0,2,2,2
726,1618,0,16,0,0,2,2,2
727,1618,0,16,-1,0,2,2,2
728,1618,2,16,-1,0,2,2,2
729,1620,1,18,0,0,2,2,2
730,1624,0,19,3,0,2,2,2
731,1633,2,18,2,1,2,2,2
732,1633,2,18,2,1,2,2,2
733,1633,2,17,1,0,2,2,2
734,1634,0,19,-2,1,2,2,2
735,1634,2,16,0,1,2,2,2
736,1634,2,17,0,1,2,2,2
737,1634,0,17,0,0,2,2,2
738,1635,2,17,0,0,2,2,2
739,1635,0,18,0,0,2,2,2
740,1636,1,15,0,1,0,0,0
741,1636,0,15,0,1,0,0,0
742,1636,2,17,0,0,2,2,2
743,1636,2,18,0,0,2,2,2
744,1639,0,17,0,0,2,2,2
