ID,SubVehID,Choice,Gap,RelativeSpeed,TW
2282,2417,1,13.6085,0.999,1
2283,2417,3,14.603,0.27,1
2284,2421,2,15.0025,-0.504,1
2285,2424,2,15.861,-0.099,1
2286,2424,3,13.906,4.644,1
2287,2428,1,13.0815,-0.531,1
2288,2428,3,11.2965,-3.564,1
2289,2428,3,14.076,0.351,1
2290,2464,1,13.515,0.801,1
2291,2465,1,14.977,-0.792,1
2292,2465,1,14.4245,-0.738,1
2293,2466,1,14.433,-2.997,1
2294,2466,1,13.0985,-3.537,1
2295,2467,3,16.932,1.179,1
2296,2467,1,16.779,3.663,1
2297,2479,2,16.422,-0.648,1
2298,2479,3,15.6825,2.052,1
2299,2505,2,11.764,-3.609,1
2300,2517,1,13.3365,-0.198,1
2301,2517,3,13.719,1.935,1
2302,2517,2,14.0675,2.232,1
2303,2521,3,15.0535,0.648,1
2304,2529,3,13.1665,-1.251,1
2305,2529,1,13.464,-0.567,1
2306,2548,3,15.861,2.394,1
2307,2560,1,13.3025,-1.413,1
2308,2560,3,15.4615,-0.441,1
2309,2596,1,14.11,-2.466,1
2310,2596,1,14.0165,-1.359,1
2311,2610,2,14.433,-0.54,1
2312,2610,2,15.13,2.781,1
2313,2621,2,16.796,-0.513,1
2314,2633,1,14.0505,1.665,1
2315,2633,3,14.9515,1.89,1
2316,2633,3,13.073,5.805,1
2317,2647,2,13.039,-4.95,1
2318,2647,1,13.2685,-3.618,1
2319,2647,1,15.0365,-1.368,1
2320,2647,1,15.8525,-0.189,1
2321,2647,3,15.9205,3.42,1
2322,2647,3,15.5635,2.196,1
2323,2677,3,17.442,2.349,1
2324,2680,2,14.076,-2.727,1
2325,2680,1,16.7875,-0.45,1
2326,2680,1,15.4445,-0.873,1
2327,2680,3,15.0705,0.261,1
2328,2684,1,13.226,-1.08,1
2329,2684,1,13.668,-0.171,1
2330,2684,1,13.5235,-1.8,1
2331,2684,3,14.3905,3.474,1
2332,2686,1,13.872,1.503,1
2333,2694,1,12.376,-4.131,1
2334,2721,3,13.3195,5.418,1
2335,2728,2,13.26,-5.562,1
2336,2728,2,17.6035,3.519,1
2337,2728,1,12.7585,-3.942,1
2338,2737,3,15.028,1.692,1
2339,2741,3,15.3,2.043,1
2340,2758,1,14.45,-0.999,1
2341,2770,2,10.812,-5.445,1
2342,2774,1,12.6225,2.25,1
2343,2774,3,12.172,2.106,1
2344,2779,3,11.1605,-3.888,1
2345,2779,1,10.608,-2.916,1
2346,2790,1,12.818,-3.177,1
2347,2790,1,13.0135,-2.106,1
2348,2790,3,12.5885,2.556,1
2349,2804,3,14.433,2.115,1
2350,2805,2,13.9485,-3.699,1
2351,2805,1,15.589,-0.306,1
2352,2817,1,15.1895,-0.603,1
2353,2817,3,15.1385,0.405,1
2354,2817,1,15.725,-1.017,1
2355,2817,1,14.501,-1.431,1
2356,2837,1,15.912,1.152,1
2357,2837,2,15.2405,-2.214,1
2358,2837,1,15.3255,-1.989,1
2359,2837,3,17.1275,1.377,1
2360,2837,2,17.221,2.79,1
2361,2837,3,15.5805,0.594,1
2362,2837,3,17.544,5.526,1
2363,2878,1,12.342,-2.043,1
2364,2883,1,14.8665,-0.261,1
2365,2883,1,12.716,0.648,1
2366,2883,3,14.5435,0.054,1
2367,2883,3,15.538,0.846,1
2368,2883,1,12.41,0.783,1
2369,2885,1,15.6485,-0.513,1
2370,2885,3,16.813,6.642,1
2371,2885,3,14.6795,0.369,1
2372,2885,2,16.235,5.67,1
2373,2885,3,15.402,4.356,1
2374,2886,3,14.654,-0.792,1
2375,2886,3,15.2575,2.088,1
2376,2890,3,16.354,1.566,1
2377,2890,1,14.552,-2.322,1
2378,2890,3,14.807,-1.89,1
2379,2890,2,14.7475,-1.089,1
2380,2901,2,13.9315,-3.357,1
2381,2901,1,10.9905,-4.221,1
2382,2901,1,13.43,-0.45,1
2383,2916,2,14.9005,-0.423,1
2384,2917,2,14.518,4.095,1
2385,2924,3,19.924,2.772,1
2386,2924,3,16.473,-0.378,1
2387,2924,3,19.516,3.528,1
2388,2946,1,14.943,-1.521,1
2389,2950,1,14.6795,0.765,1
2390,2950,2,15.198,3.213,1
2391,2950,3,14.8665,1.089,1
2392,2950,3,14.4075,-0.666,1
2393,2950,3,14.603,3.933,1
2394,2986,1,11.3815,-0.729,1
2395,2989,2,13.124,-1.233,1
2396,2999,1,13.3025,1.017,1
2397,2999,3,13.09,1.665,1
2398,3002,1,13.5745,0.423,1
2399,3002,3,15.249,3.042,1
2400,3002,2,15.5635,4.455,1
